"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
0.00117707821885554,6,13,14.6534798534799,"G protein-coupled purinergic nucleotide receptor activity "," http://amigo.geneontology.org/amigo/term/GO:0045028"," P2ry12  P2ry13  P2ry14  Gpr34  Gpr171  Gpr87"
0.00292961476132837,5,10,15.8746031746032,"3-beta-hydroxy-delta5-steroid dehydrogenase activity "," http://amigo.geneontology.org/amigo/term/GO:0003854"," Hsd3b5  Hsd3b2  Gm4450  Hsd3b4  Gm10681"
0.00750045007059932,6,21,9.07120181405896,"Purinergic nucleotide receptor activity "," http://amigo.geneontology.org/amigo/term/GO:0001614"," P2ry12  P2ry13  P2ry14  Gpr34  Gpr171  Gpr87"
0.00750045007059932,6,21,9.07120181405896,"Nucleotide receptor activity "," http://amigo.geneontology.org/amigo/term/GO:0016502"," P2ry12  P2ry13  P2ry14  Gpr34  Gpr171  Gpr87"
0.0716911502358468,5,24,6.61441798941799,"G protein-coupled chemoattractant receptor activity "," http://amigo.geneontology.org/amigo/term/GO:0001637"," Ccr9  Ccr10  Cxcr6  Cx3cr1  Ackr4"
0.0716911502358468,5,24,6.61441798941799,"Chemokine receptor activity "," http://amigo.geneontology.org/amigo/term/GO:0004950"," Ccr9  Ccr10  Cxcr6  Cx3cr1  Ackr4"
0.0716911502358468,4,14,9.07120181405896,"Metalloendopeptidase inhibitor activity "," http://amigo.geneontology.org/amigo/term/GO:0008191"," Timp1  Timp3  Timp4  Lxn"
0.0716911502358468,7,44,5.0510101010101,"Steroid dehydrogenase activity "," http://amigo.geneontology.org/amigo/term/GO:0016229"," Hsd11b1  Srd5a1  Hsd3b5  Hsd3b2  Gm4450  Hsd3b4  Gm10681"
0.0716911502358468,5,22,7.21572871572871,"C-C chemokine receptor activity "," http://amigo.geneontology.org/amigo/term/GO:0016493"," Ccr9  Ccr10  Cxcr6  Cx3cr1  Ackr4"
0.0716911502358468,5,25,6.34984126984127,"C-C chemokine binding "," http://amigo.geneontology.org/amigo/term/GO:0019957"," Ccr9  Ccr10  Cxcr6  Cx3cr1  Ackr4"
0.0716911502358468,6,37,5.14851994851995,"Steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor "," http://amigo.geneontology.org/amigo/term/GO:0033764"," Hsd11b1  Hsd3b5  Hsd3b2  Gm4450  Hsd3b4  Gm10681"
0.0716911502358468,3,7,13.6068027210884,"5alpha-androstane-3beta,17beta-diol dehydrogenase activity "," http://amigo.geneontology.org/amigo/term/GO:0047024"," Hsd3b5  Hsd3b4  Gm10681"
