"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
7.54061088468987e-19,213,540,1.84467565531395,"Catalytic activity, acting on a nucleic acid "," http://amigo.geneontology.org/amigo/term/GO:0140640"," Nsun5  Hars  Snd1  Rtcb  Trmt1  Top3a  Pld3  Ercc1  Snrnp200  Dnase2a  Ruvbl2  Trmt10a  Emg1  Msh6  Bud23  Ddx39a  Dnase1  Mettl1  Pole  Rad51c  Rnmt  Trnt1  Endog  Mtrex  Top2b  Dalrd3  Dnase1l1  Hars2  Chtf18  Polr2i  Qrsl1  Helb  Pus10  Mpg  Elac2  Smc6  Dus4l  Lig3  Ddx42  Ftsj3  Polg2  Ddx5  Recql5  Polr2h  Prorp  Tdp1  Wars  Xrcc3  Fars2  Nsun2  Rad17  Polk  Dimt1  Mettl6  Mettl3  Drosha  Rad1  Rida  Pop1  Xrcc6  Polr3h  Mcm4  Qtrt2  Trmt2a  Top3b  Rfc4  Eif4a2  Rfc2  Dtwd1  Polh  Wdr4  Fen1  Rad9a  Ighmbp2  Mus81  Dclre1a  Twnk  Poll  Apex2  Polr3a  Crcp  Rev1  Farsb  Mrpl44  Tfb2m  Iars2  Dclre1c  Nsun6  Dars2  Ddx31  Rad51  Mcm8  Mgme1  Polr3f  Polr3c  Dnase2b  Tgs1  Rars2  Polr1e  Mutyh  Toe1  Rad54l  Yars  Dffb  Lrrc47  Ints11  Polr2b  Rfc5  Ddx51  Gatc  Mrm2  Ddx54  Polr1d  Mepce  Mcm7  Recql  Ogg1  Mbd4  Ercc2  Ears2  Eri2  Dhx32  Dkc1  Wrn  Cnot7  Polr2c  Usb1  Dus2  Mre11a  Kars  Ddx25  Pus3  Dhx30  Polr2f  Ybey  Dis3  Trmt13  Recql4  Trmt5  Tdg  Dhx57  Helq  Tsen34  Tdp2  Apex1  Zranb3  Polr1h  Ago2  Tfb1m  Trmt6  Fdxacb1  Dhx38  Mrm3  Primpol  Smg6  Polr2l  Trmt112  Edc3  Polg  Alkbh4  Polr2j  Pcif1  Mars1  Skiv2l  Nthl1  Mettl8  Dhx29  Pde12  Alkbh2  Ddx28  Hmga1  Khnyn  Tyw3  Trpt1  Isg20l2  Tyw5  Polr1a  Lig4  Tatdn1  Gen1  Zgrf1  Mettl5  Xrcc1  Rnaseh2a  Trmt1l  Ptrh1  Tdrd9  Cpsf3  Ddx17  Fto  Cars2  Tyw1  Lig1  Jmjd6  Mettl15  Rbbp4  Ddx49  Mcm9  Upf1  Fbh1  Rad51b  Slx1b  Pop5  Pstk  Polr1c  Gtf2f2  Chrac1  Sars2  Ptrh2  Lcmt2  Alkbh1  Tarbp1  Ptrhd1"
1.02225578201871e-13,346,1087,1.48860929827478,"RNA binding "," http://amigo.geneontology.org/amigo/term/GO:0003723"," Nsun5  Ilf2  Nhp2  Oas1c  Smg5  Snd1  Crnkl1  Trmt1  Sf3a1  Prpf6  Prkra  Mrpl2  Hbp1  Prkcsh  Snrnp200  Stat3  Cwc15  Trmt10a  Emg1  Hnrnpa2b1  Ddx39a  Trap1  Tpr  Ptbp1  Mettl1  Cnp  Phax  Prpf31  Carhsp1  Rps18  Ewsr1  Rnmt  Apobec3  Sugp1  Ccnt1  Rpl15  Trnt1  Ppil4  Mtrex  Nelfcd  Gtf3a  Mtif3  Mrps18c  Brca1  Rrp7a  Ro60  Elp5  Sart3  Dalrd3  Nop9  Mrpl24  Snrpf  Hsp90b1  Hnrnph3  Pno1  Snrpd3  Helb  Pus10  Hnrnpab  Pes1  Eif4enif1  Shmt1  Ddx42  Ddx5  Mif4gd  Eftud2  Nemf  Zc3h14  Slirp  Eif2s1  Nol8  Fars2  Hnrnpk  Nsun2  Dimt1  Dhfr  Rtraf  Dcp1a  Nufip1  Wbp4  Mettl3  Drosha  Cct5  Brix1  Rida  Pop1  Mrpl13  Zc3h7b  Rangap1  Zcrb1  Prkdc  Dgcr8  Trmt2a  Ncbp2  Fyttd1  Eif4a2  Son  Scaf4  Pcbp4  Synj2  Bysl  Srsf7  Thoc1  Nelfe  Rps14  Mrpl21  Eif1ad  Pdcd11  Alyref  Sbds  Shmt2  Exosc7  Nudt5  Fastkd2  Eef1b2  Hspd1  Khdrbs2  Eif5b  Unc50  Imp4  Farsb  Mrpl44  Mterf4  Eif2d  Tfb2m  Copa  Iars2  Nsun6  Ddx31  Rbm18  Strbp  Eif3m  Cstf3  Myef2  Patl2  Eif3j1  Mrps5  Nop56  Fxr1  Exosc9  Adad1  Exosc8  Gfm1  Eif2a  Adar  Larp7  Aimp1  Fubp1  Celf3  Cryz  Exosc3  Ncbp1  Elp1  Ppie  Toe1  Zcchc17  Eif3i  Yars  Yrdc  Nol9  Park7  Lrrc47  Slc4a1ap  Eif2b4  Fip1l1  Hnrnpdl  Eif2b1  Kdm2b  Ddx51  Ddx54  Ptcd1  Cpsf4  Mepce  Igf2bp3  Rad51ap1  Cyfip1  Rnf40  Ears2  Rexo5  Dhx32  Rbm10  Cstf2  Rbbp7  Mecp2  Dkc1  Cnot7  Nudt21  Dus2  Nip7  Kars  Rpusd4  Ddx25  Pus3  Rpl4  Dhx30  Dis3  Wdr3  Pus7l  Sf3b3  Cpsf1  Srsf2  Lsm3  Exosc4  Dnajc17  Exosc1  Ifit1  Cpsf7  Dhx57  Lsm7  Raver2  Apex1  Sugp2  Rpp25l  Serbp1  Nudt1  Nop14  Ago2  Tubb4b  Kdm1a  Tfb1m  Paip2  Rbmxl1  Kin  Lsm1  Mcrs1  Wdhd1  Nufip2  Dhx38  Mrm3  Smg6  Tsr1  Pcid2  Efl1  Shfl  Rpl12  Edc3  Srrm2  Ppp1r10  Hnrnpu  Cpeb3  Spout1  Trub2  Elavl1  Rbm48  Mars1  Skiv2l  Dxo  Tsfm  Tbl3  Spen  Rpusd1  Thoc6  Wrap53  Tardbp  Dcp1b  Rrp9  Mrps27  Cpsf2  Tdrkh  Mvk  Gnl3  Dhx29  Safb2  Zrsr1  Ascc1  Rps2  Dnd1  Tst  Hnrnph2  Ddx28  Esf1  Hnrnpa1  Mrps7  Atxn1  Khnyn  Rpl9  2810006K23Rik  Tyw5  Exd1  Ctu2  Snip1  Heatr1  Rps27rt  Zgrf1  Pusl1  Trim32  Rbm12b2  Cherp  Rnaseh2a  Trmt1l  Cbx7  Thoc7  Cstf2t  Eif3k  Tdrd9  Cpsf3  Ddx17  Srsf11  Pprc1  Eef1d  Pcbp2  1700017N19Rik  Jmjd6  Mrpl18  Eif1a  Ddx49  Upf1  Rpl23a  Rpl5  Thra  Rpl18  Trp53  Rpl3  Pop5  Marf1  Prpf40a  Exosc5  Phf5a  Snrpa  Rpl7a  Impdh2  Rpl35  Pstk  Krr1  Nup98  Ptcd3  Dzip3  Prpf4  Hmgb1  Xpo5  Ifit1bl2  Ssb  Dazap1  Sars2  Safb  Hnrnpul2  Srp54a  Eif2s2  Zcchc3  Sarnp  Alkbh1  Esrp2  4931428L18Rik  Tarbp1  Rps27  Samd4b"
2.43712280191636e-11,137,352,1.82017052096839,"Catalytic activity, acting on RNA "," http://amigo.geneontology.org/amigo/term/GO:0140098"," Nsun5  Hars  Snd1  Rtcb  Trmt1  Snrnp200  Trmt10a  Emg1  Bud23  Ddx39a  Mettl1  Rnmt  Trnt1  Endog  Mtrex  Dalrd3  Hars2  Polr2i  Qrsl1  Pus10  Elac2  Dus4l  Ddx42  Ftsj3  Ddx5  Polr2h  Prorp  Wars  Fars2  Nsun2  Dimt1  Mettl6  Mettl3  Drosha  Rida  Pop1  Polr3h  Qtrt2  Trmt2a  Eif4a2  Dtwd1  Wdr4  Fen1  Polr3a  Crcp  Farsb  Mrpl44  Tfb2m  Iars2  Nsun6  Dars2  Ddx31  Polr3f  Polr3c  Tgs1  Rars2  Polr1e  Toe1  Yars  Lrrc47  Ints11  Polr2b  Ddx51  Gatc  Mrm2  Ddx54  Polr1d  Mepce  Ears2  Eri2  Dhx32  Cnot7  Polr2c  Usb1  Dus2  Kars  Ddx25  Pus3  Dhx30  Polr2f  Ybey  Dis3  Trmt13  Trmt5  Dhx57  Tsen34  Tdp2  Apex1  Polr1h  Ago2  Tfb1m  Trmt6  Fdxacb1  Dhx38  Mrm3  Primpol  Smg6  Polr2l  Trmt112  Edc3  Polr2j  Pcif1  Mars1  Skiv2l  Mettl8  Dhx29  Pde12  Ddx28  Khnyn  Tyw3  Trpt1  Isg20l2  Tyw5  Polr1a  Mettl5  Rnaseh2a  Trmt1l  Ptrh1  Tdrd9  Cpsf3  Ddx17  Fto  Cars2  Tyw1  Jmjd6  Mettl15  Ddx49  Upf1  Pop5  Pstk  Polr1c  Sars2  Ptrh2  Lcmt2  Alkbh1  Tarbp1  Ptrhd1"
9.33779094950638e-08,82,199,1.92705872124241,"Catalytic activity, acting on DNA "," http://amigo.geneontology.org/amigo/term/GO:0140097"," Top3a  Pld3  Ercc1  Dnase2a  Ruvbl2  Msh6  Dnase1  Pole  Rad51c  Endog  Top2b  Dnase1l1  Chtf18  Helb  Mpg  Smc6  Lig3  Polg2  Recql5  Tdp1  Xrcc3  Rad17  Polk  Rad1  Xrcc6  Mcm4  Top3b  Rfc4  Rfc2  Polh  Fen1  Rad9a  Mus81  Dclre1a  Twnk  Poll  Apex2  Rev1  Dclre1c  Rad51  Mcm8  Mgme1  Dnase2b  Mutyh  Rad54l  Dffb  Rfc5  Mcm7  Recql  Ogg1  Mbd4  Ercc2  Dkc1  Wrn  Mre11a  Recql4  Tdg  Helq  Tdp2  Apex1  Zranb3  Primpol  Polg  Alkbh4  Nthl1  Alkbh2  Hmga1  Lig4  Tatdn1  Gen1  Zgrf1  Xrcc1  Fto  Lig1  Rbbp4  Mcm9  Fbh1  Rad51b  Slx1b  Gtf2f2  Chrac1  Alkbh1"
1.1390978389371e-06,54,118,2.14015843514581,"Catalytic activity, acting on a tRNA "," http://amigo.geneontology.org/amigo/term/GO:0140101"," Hars  Trmt1  Trmt10a  Mettl1  Trnt1  Dalrd3  Hars2  Qrsl1  Pus10  Elac2  Dus4l  Prorp  Wars  Fars2  Nsun2  Mettl6  Pop1  Qtrt2  Dtwd1  Wdr4  Farsb  Iars2  Nsun6  Dars2  Rars2  Yars  Lrrc47  Gatc  Ears2  Dus2  Kars  Pus3  Trmt13  Trmt5  Tsen34  Trmt6  Mars1  Mettl8  Tyw3  Trpt1  Tyw5  Trmt1l  Ptrh1  Fto  Cars2  Tyw1  Pop5  Pstk  Sars2  Ptrh2  Lcmt2  Alkbh1  Tarbp1  Ptrhd1"
1.58441596308269e-06,34,61,2.6066532003051,"RNA methyltransferase activity "," http://amigo.geneontology.org/amigo/term/GO:0008173"," Nsun5  Trmt1  Trmt10a  Emg1  Bud23  Mettl1  Rnmt  Ftsj3  Nsun2  Dimt1  Mettl6  Mettl3  Trmt2a  Wdr4  Tfb2m  Nsun6  Tgs1  Mrm2  Mepce  Trmt13  Trmt5  Tfb1m  Trmt6  Fdxacb1  Mrm3  Trmt112  Pcif1  Mettl8  Tyw3  Mettl5  Trmt1l  Mettl15  Lcmt2  Tarbp1"
7.61234598344035e-05,40,87,2.15018046272632,"Unfolded protein binding "," http://amigo.geneontology.org/amigo/term/GO:0051082"," Cct3  Dnaja3  Dnajb11  Dnajb1  Trap1  Pfdn2  Hspa1l  Calr3  Hsp90b1  Erlec1  Nudcd2  Cct6b  Cct5  St13  Pfdn6  Cdc37l1  Syvn1  Aip  Cct8  Mkks  Dnajb4  Dnaja1  Grpel1  Cct6a  Cct7  Dnajb13  Mfsd13b  Cryab  Dnaja4  Hspb6  Tbce  Ccdc115  Tmem67  Pfdn4  Nudcd3  Tcp1  Hspe1  Pet100  Hspa1a  Hspa14"
0.000118662884618068,58,147,1.84520588689065,"S-adenosylmethionine-dependent methyltransferase activity "," http://amigo.geneontology.org/amigo/term/GO:0008757"," Comt  Nsun5  Trmt1  Trmt10a  Emg1  Fbxo11  Bud23  Mettl1  Rnmt  Ehmt2  Setdb1  Pcmt1  Gamt  Ftsj3  Tpmt  Nsun2  Dimt1  Comtd1  Mettl6  Mettl3  Eef2kmt  Wdr4  Ndufaf7  Tfb2m  Suv39h2  Nsun6  Ash1l  Kmt2e  Mrm2  Mepce  Lcmt1  Carm1  Trmt5  Tfb1m  Trmt6  Fdxacb1  Mrm3  Trmt112  Atpsckmt  Icmt  Pcif1  Mettl18  Mettl8  Bhmt2  Mettl5  Trmt1l  Smyd1  Setd3  Mettl15  Nsd2  Antkmt  Prmt7  Armt1  Camkmt  Setdb2  Tomt  Eef1akmt3  Tarbp1"
0.000163278887936557,27,51,2.47586956222751,"Deoxyribonuclease activity "," http://amigo.geneontology.org/amigo/term/GO:0004536"," Pld3  Ercc1  Dnase2a  Dnase1  Pole  Rad51c  Endog  Dnase1l1  Xrcc3  Rad1  Fen1  Rad9a  Mus81  Dclre1a  Apex2  Dclre1c  Mgme1  Dnase2b  Dffb  Mre11a  Apex1  Zranb3  Tatdn1  Gen1  Zgrf1  Xrcc1  Slx1b"
0.000171181130396996,76,212,1.67653221928613,"Transferase activity, transferring one-carbon groups "," http://amigo.geneontology.org/amigo/term/GO:0016741"," Comt  Dnmt3l  Nsun5  Trmt1  Trmt10a  Emg1  Fbxo11  Bud23  Mettl1  Rnmt  Ehmt2  Setdb1  Smyd4  Pcmt1  Gamt  Aldh1l2  Shmt1  Ftsj3  Tpmt  Nsun2  Dimt1  Comtd1  Mettl6  Mettl3  Eef2kmt  Trmt2a  Gart  Wdr4  Ndufaf7  Mettl7b  Shmt2  Tfb2m  Suv39h2  Nsun6  Ndufaf5  Ash1l  Tgs1  Kmt2e  Mrm2  Mepce  Lcmt1  Rrp8  Ciapin1  Carm1  Trmt13  Trmt5  Tfb1m  Trmt6  Fdxacb1  Mrm3  Trmt112  Atpsckmt  Spout1  Icmt  Pcif1  Mettl18  Mettl8  Bhmt2  Tyw3  Mettl5  Trmt1l  Smyd1  Setd3  Mettl15  Nsd2  Antkmt  Prmt7  Armt1  2700097O09Rik  Camkmt  Setdb2  Lcmt2  Tomt  Eef1akmt3  Mettl23  Tarbp1"
